Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
211181,2021,09/20/2022,Southington,223 NORTH RIDGE CT,384490.00,372000.00,1.0335,Residential,Single Family,01 - Family,FAMILY SALE,,POINT (-72.905587038 41.630852004),-72.905587038,41.630852004
210077,2021,10/26/2021,Norwich,79 PACEMAKER AVE,55400.00,125000.00,0.4432,Residential,Single Family,,,,POINT (-72.062959919 41.601396843),-72.062959919,41.601396843
210099,2021,10/19/2021,Norwalk,14 SUNRISE HILL RD UNIT 4,188340.00,358000.00,0.526,Residential,Condo,,5-21-64-A/4,,POINT (-73.418301015 41.13271399),-73.418301015,41.13271399
210160,2021,11/10/2021,New Haven,7 WOLCOTT ST,117460.00,218000.00,0.5388,Residential,Two Family,,,,POINT (-72.895420963 41.306658011),-72.895420963,41.306658011
21384,2021,09/22/2022,Plainfield,15 STANMARK DR,158190.00,340000.00,0.4652,Residential,Single Family,,,,POINT (-71.893170984 41.668310981),-71.893170984,41.668310981
210037,2021,11/01/2021,Seymour,43 ELM ST,148400.00,289900.00,0.5119,Residential,Single Family,,,,POINT (-73.067100026 41.387093017),-73.067100026,41.387093017
2102361,2021,09/12/2022,Stamford,48 COLUMBUS PLACE,426790.00,839000.00,0.5086,Residential,Three Family,,,,POINT (-73.514250002 41.097945017),-73.514250002,41.097945017
2132308,2021,08/11/2022,North Haven,19 REGENCY DR,322410.00,500000.00,0.6448,Residential,Single Family,,,,POINT (-72.877418982 41.416812982),-72.877418982,41.416812982
210150,2021,12/21/2021,New London,AVERY CT,32480.00,20000.00,1.624,Vacant Land,,12 - Non Buildable Lot,SOLD TO ABUTTER,,POINT (-72.106380031 41.340274995),-72.106380031,41.340274995
211885,2021,07/19/2022,Waterbury,277 GEDDES TERR,89750.00,62500.00,1.436,Residential,Single Family,08 - Part Interest,,,POINT (-73.046558999 41.530845003),-73.046558999,41.530845003
2100404,2021,05/05/2022,New Milford,293 WILLOW SPRINGS,107170.00,222500.00,0.481662921,Residential,Condo,,SALES RATIO,,POINT (-73.423181965 41.543379008),-73.423181965,41.543379008
210531,2021,01/05/2022,Southington,996-1B MERIDEN WATERBURY TPKE,65300.00,115000.00,0.567826087,Residential,Single Family,,,,POINT (-72.845740903 41.553440629),-72.845740903,41.553440629
2100184,2021,11/19/2021,Stratford,270 SILVER LANE,174720.00,370000.00,0.4722,Residential,Single Family,,,,POINT (-73.161279006 41.223641001),-73.161279006,41.223641001
210114,2021,12/06/2021,New London,51 WILLETTS AVE,78470.00,159600.00,0.4916,Residential,Single Family,,,,POINT (-72.101622965 41.342117987),-72.101622965,41.342117987
210037,2021,11/09/2021,Putnam,106 SO MAIN ST,159800.00,280000.00,0.5707,Residential,Two Family,,,,POINT (-71.906408021 41.911213003),-71.906408021,41.911213003
210127,2021,11/10/2021,Torrington,299 INDUSTRIAL LN,890380.00,1880000.00,0.4736,Industrial,,,,,POINT (-73.070849 41.875198983),-73.070849,41.875198983
211466,2021,08/11/2022,Norwalk,329 CHESTNUT HILL RD 4,1104810.00,2000000.00,0.5524,Residential,Condo,,,,POINT (-73.396522986 41.168070995),-73.396522986,41.168070995
210341,2021,06/24/2022,Simsbury,44 GRISWOLD PLACE,37800.00,785522.00,0.0481,Residential,Condo,07 - Change in Property,PUD CO 6-16-22,,POINT (-72.79998 41.8805),-72.79998,41.8805
210594,2021,03/14/2022,New Haven,116 CROWN ST UNIT 4B,200515.00,367000.00,0.5463,Residential,Condo,,,,POINT (-72.926282041 41.30440902),-72.926282041,41.30440902
21225,2021,01/24/2022,Newtown,9 TODDS ROAD,124550.00,249900.00,0.4983,Residential,Single Family,,,,POINT (-73.276653976 41.450852981),-73.276653976,41.450852981
210675,2021,02/11/2022,Norwalk,PINE POINT RD UNIT 65,46900.00,115000.00,0.4078,Residential,Condo,,6-1A-1-65; BOAT LOCKER,,POINT (-73.439154257 41.059647425),-73.439154257,41.059647425
21124,2021,11/24/2021,Newtown,56 JOAL COURT,216470.00,415000.00,0.521614458,Residential,Single Family,,,,POINT (-73.373743477 41.417278413),-73.373743477,41.417278413
210082,2021,10/27/2021,Norwich,79 WILLIAMS ST,107500.00,195000.00,0.5512,Residential,Four Family,25 - Other,SAME OWNERS,,POINT (-72.087497028 41.537873019),-72.087497028,41.537873019
213275,2021,11/17/2021,North Haven,91 BLEEKER CIR,205440.00,459900.00,0.446705806,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/2021,,POINT (-72.85793 41.39345),-72.85793,41.39345
210377,2021,09/06/2022,Tolland,630 CRYSTAL LAKE ROAD,163000.00,300000.00,0.5433,Residential,Single Family,,,,POINT (-72.389886003 41.910964983),-72.389886003,41.910964983
210666,2021,06/07/2022,Torrington,34 FUNSTON AVE,133560.00,114950.00,1.161896477,Residential,Two Family,08 - Part Interest,PROPERTY HAS TWO SINGLE-FAM HOUSES; PARTIAL INTEREST CONVEYED,,POINT (-73.129008009 41.798559009),-73.129008009,41.798559009
210434,2021,06/09/2022,South Windsor,407 MILL POND DRIVE,112100.00,275000.00,0.4076,Residential,Condo,,,,POINT (-72.58086532 41.823801865),-72.58086532,41.823801865
210551,2021,01/13/2022,Norwalk,6 TOILSOME AVE,379760.00,699000.00,0.5432,Residential,Single Family,,5-20-87-0,,POINT (-73.404266021 41.138857003),-73.404266021,41.138857003
210201,2021,07/25/2022,Putnam,162 WOODSTOCK AVE,130800.00,285000.00,0.4589,Residential,Three Family,,,,POINT (-71.916056011 41.92339501),-71.916056011,41.92339501
210018,2021,03/21/2022,Warren,212 WOODVILLE RD,153160.00,302000.00,0.5071,Residential,Single Family,,,,POINT (-73.308837969 41.712411987),-73.308837969,41.712411987
210112,2021,02/07/2022,Rocky Hill,247 MEADOW ROAD,231910.00,390000.00,0.5946,Residential,Single Family,,,,POINT (-72.630078994 41.665414992),-72.630078994,41.665414992
21179,2021,02/08/2022,Ridgefield,25 WEIR FARM LANE,794700.00,1325000.00,0.599773585,Residential,Single Family,,,,POINT (-73.453685974 41.260187985),-73.453685974,41.260187985
210581,2021,08/17/2022,South Windsor,1091 MAIN STREET,181300.00,440000.00,0.412045455,Residential,Single Family,,,,POINT (-72.616814968 41.833679519),-72.616814968,41.833679519
21289,2021,08/01/2022,Stafford,8 SOUTH RD,1776460.00,5000.00,355.292,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.24138701 41.967390991),-72.24138701,41.967390991
21289,2021,05/04/2022,Ridgefield,27 JEFFERSON DR,665250.00,650000.00,1.0234,Residential,Single Family,25 - Other,SELLER UNINFORMED,,POINT (-73.478258026 41.271545003),-73.478258026,41.271545003
2100828,2021,06/02/2022,Stratford,685 SUCCESS AVENUE UNIT 27,61670.00,140000.00,0.4405,Residential,Condo,,,,POINT (-73.156323961 41.20215898),-73.156323961,41.20215898
210502,2021,04/05/2022,Torrington,839 MAIN ST UNIT 61,35430.00,95000.00,0.3729,Residential,Condo,,,,POINT (-73.123003968 41.818219014),-73.123003968,41.818219014
210912,2021,08/22/2022,Norwich,88 TAFTVILLE-OCCUM RD,124100.00,275000.00,0.4512,Residential,Four Family,,,,POINT (-72.047544016 41.590675992),-72.047544016,41.590675992
21370,2021,04/29/2022,Newtown,14 MOHAWK TRAIL,77960.00,110000.00,0.7087,Residential,Single Family,,,,POINT (-73.21971202 41.427564994),-73.21971202,41.427564994
211777,2021,07/01/2022,Waterbury,380 HITCHCOCK RD #40,63370.00,155000.00,0.4088,Residential,Condo,,,,POINT (-72.965893994 41.546696984),-72.965893994,41.546696984
2100847,2021,01/28/2022,Stamford,60 THORNWOOD ROAD,456940.00,785000.00,0.582,Residential,Single Family,,,,POINT (-73.538713005 41.155003985),-73.538713005,41.155003985
21249,2021,02/11/2022,Newtown,3 WINTER RIDGE ROAD,472930.00,770000.00,0.614194805,Residential,Single Family,,RELOCATION CO.,,POINT (-73.305891982 41.437911993),-73.305891982,41.437911993
210893,2021,06/09/2022,Southington,104 PLUMB ORCHARD RD,118760.00,267000.00,0.4447,Residential,Single Family,,,,POINT (-72.862834974 41.593650981),-72.862834974,41.593650981
211208,2021,08/15/2022,New Haven,867 WHALLEY AV,371525.00,450000.00,0.8256,Commercial,,,,,POINT (-72.959311014 41.326623997),-72.959311014,41.326623997
211401,2021,07/28/2022,Norwalk,17 FERRIS AVE AND 12 NORTH TAY,1602587.00,7195000.00,0.222736206,Apartments,,25 - Other,multiple property sale,,POINT (-73.43052996 41.106891986),-73.43052996,41.106891986
2100566,2021,12/14/2021,Stamford,59 CRYSTAL LAKE ROAD,284460.00,325000.00,0.8752,Residential,Single Family,,,,POINT (-73.550635005 41.097928002),-73.550635005,41.097928002
2100231,2021,12/01/2021,Stratford,HARBOUR VIEW PLACE BS10,14700.00,22000.00,0.6681,Residential,Condo,,CONDO OPTION OUTBUILDING - DOCK,,POINT (-73.126772267 41.18162992),-73.126772267,41.18162992
21138,2021,01/31/2022,Plainfield,30 JOLLEY RD,95540.00,230000.00,0.4153,Residential,Single Family,,,,POINT (-71.902980996 41.759376001),-71.902980996,41.759376001
210101,2021,11/04/2021,Southington,42 BEECHER ST,131990.00,220000.00,0.5999,Residential,Single Family,,,,POINT (-72.886708981 41.600836996),-72.886708981,41.600836996
210032,2021,10/15/2021,Torrington,FUNSTON AVE LOT,30560.00,15000.00,2.0373,Vacant Land,,25 - Other,HIGH SALES ASSESSMENT RATIO,,POINT (-73.134453529 41.797805137),-73.134453529,41.797805137
210589,2021,12/20/2021,Waterbury,32 GERTRUDE AVE,68270.00,205000.00,0.333,Residential,Single Family,,,,POINT (-73.071572023 41.576237996),-73.071572023,41.576237996
211114,2021,06/07/2022,Norwalk,8 PENNOYER ST,934870.00,2825000.00,0.3309,Residential,Single Family,,,,POINT (-73.442182985 41.069379994),-73.442182985,41.069379994
211436,2021,08/05/2022,Norwalk,36 REGENCY DR,433860.00,950000.00,0.4566,Residential,Single Family,,,,POINT (-73.389552009 41.14787702),-73.389552009,41.14787702
2101920,2021,07/11/2022,Stamford,104 NORTH STREET UNIT# 602,222310.00,395000.00,0.562810127,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.542341028 41.05909301),-73.542341028,41.05909301
213255,2021,06/30/2022,Southbury,118 BAGLEY RD,199550.00,410000.00,0.4867,Residential,Single Family,,,,POINT (-73.175113002 41.471930994),-73.175113002,41.471930994
211696,2021,09/26/2022,Norwalk,289 MAIN AVE,2192820.00,6800000.00,0.3224,Apartments,,,,,POINT (-73.424851975 41.134825014),-73.424851975,41.134825014
21299,2021,05/13/2022,Ridgefield,570 DANBURY RD UNIT C12,191370.00,250000.00,0.7654,Residential,Condo,,,,POINT (-73.477314978 41.319257017),-73.477314978,41.319257017
210592,2021,01/24/2022,Norwalk,141 SCRIBNER AVE,246360.00,12537.00,19.6506,Residential,Single Family,08 - Part Interest,5-68-111-0,,POINT (-73.440120031 41.104625981),-73.440120031,41.104625981
21270,2021,04/08/2022,Southbury,18 B HERITAGE CREST,101940.00,260000.00,0.392,Residential,Condo,,,,POINT (-73.243826978 41.483149914),-73.243826978,41.483149914
210332,2021,01/19/2022,Torrington,40 MORTIMER ST,128710.00,210000.00,0.6129,Residential,Three Family,,PROPERTY HAS 2-FAMILY HOUSE & SINGLE-FAMILY HOUSE,,POINT (-73.115208965 41.795093008),-73.115208965,41.795093008
210090,2021,10/13/2021,Waterbury,78 WOODMERE DR,88420.00,151111.00,0.5851,Residential,Single Family,25 - Other,ESTATE LIQUIDATION,,POINT (-72.992803004 41.563860984),-72.992803004,41.563860984
210508,2021,04/07/2022,Norwich,47 RUSSELL RD,81400.00,66000.00,1.233333333,Residential,Two Family,07 - Change in Property,,,POINT (-72.055979982 41.548340005),-72.055979982,41.548340005
210394,2021,11/22/2021,Waterbury,36 WOODSTOCK ST,125550.00,245000.00,0.5124,Residential,Single Family,,,,POINT (-73.035253991 41.569647012),-73.035253991,41.569647012
210105,2021,04/28/2022,Old Lyme,9 CAULKINS RD,54900.00,103099.00,0.5324,Vacant Land,,11 - Court Order,,,POINT (-72.328435811 41.301934984),-72.328435811,41.301934984
2101062,2021,08/16/2022,Stratford,283 REED STREET,132650.00,316000.00,0.4197,Residential,Single Family,,,,POINT (-73.124048017 41.212377987),-73.124048017,41.212377987
210020,2021,10/06/2021,New Haven,56 LONG HILL TER,134715.00,230000.00,0.5857,Residential,Single Family,,,,POINT (-72.985111015 41.328474009),-72.985111015,41.328474009
210007,2021,10/19/2021,New Hartford,263 GILLETTE ROAD,176120.00,350000.00,0.5032,Residential,Single Family,,,,POINT (-73.057208039 41.834135997),-73.057208039,41.834135997
2101213,2021,03/31/2022,Stamford,26 LAWTON AVENUE,333830.00,625000.00,0.5341,Residential,Single Family,,,,POINT (-73.522041986 41.090828991),-73.522041986,41.090828991
21530,2021,08/31/2022,Ridgefield,308 NORTH SALEM RD,265170.00,545000.00,0.4865,Residential,Single Family,01 - Family,,,POINT (-73.508420975 41.306934991),-73.508420975,41.306934991
2132167,2021,05/06/2022,North Haven,4 PLEASANT DR,199110.00,430000.00,0.463,Residential,Single Family,,,,POINT (-72.854260035 41.353864009),-72.854260035,41.353864009
210543,2021,08/01/2022,South Windsor,35 VINCENT CIRCLE,262500.00,601900.00,0.436118957,Residential,Single Family,,,,POINT (-72.51091289 41.854191963),-72.51091289,41.854191963
211205,2021,09/29/2022,Southington,996-2J MERIDEN WATERBURY TPKE,66510.00,140900.00,0.472,Residential,Condo,,,,POINT (-72.845837754 41.553351869),-72.845837754,41.553351869
210395,2021,07/29/2022,Simsbury,323 OLD FARMS ROAD,70000.00,121000.00,0.5785,Residential,Single Family,,,,POINT (-72.844071818 41.912160767),-72.844071818,41.912160767
21028,2021,11/10/2021,Old Saybrook,190 BOKUM RD,179000.00,385000.00,0.4649,Residential,Single Family,,,,POINT (-72.403899959 41.33009201),-72.403899959,41.33009201
21189,2021,07/11/2022,Oxford,417 MULLIGAN DRIVE,266900.00,565000.00,0.4723,Residential,Condo,,,,POINT (-73.102897727 41.456746733),-73.102897727,41.456746733
210044,2021,12/10/2021,North Branford,125 SEA HILL RD,189200.00,385000.00,0.4914,Residential,Single Family,,,,POINT (-72.756532995 41.337684002),-72.756532995,41.337684002
210108,2021,11/23/2021,South Windsor,22-A AMATO DR,66000.00,155000.00,0.4258,Residential,Condo,,,,POINT (-72.574198857 41.805370353),-72.574198857,41.805370353
210263,2021,09/22/2022,Rocky Hill,2 CLEMENS COURT,115150.00,150000.00,0.7676,Residential,Condo,,,,POINT (-72.686793968 41.638702998),-72.686793968,41.638702998
210335,2021,05/12/2022,New London,72 WILLETTS AVE,79310.00,235000.00,0.3374,Residential,Two Family,,,,POINT (-72.102328973 41.34163301),-72.102328973,41.34163301
2132292,2021,08/04/2022,North Haven,338 QUINNIPIAC AVE,127360.00,310000.00,0.4108,Residential,Single Family,,,,POINT (-72.859530995 41.356490018),-72.859530995,41.356490018
21116,2021,12/28/2021,Stafford,36 HILLCREST DR,194950.00,351000.00,0.5554,Residential,Single Family,,,,POINT (-72.301727995 42.003809019),-72.301727995,42.003809019
210291,2021,04/11/2022,Newington,183 CAMP AVE,121740.00,275000.00,0.4426,Residential,Single Family,,,,POINT (-72.734463025 41.710404983),-72.734463025,41.710404983
2101523,2021,05/12/2022,Stamford,59 MERRIMAN ROAD,585110.00,910000.00,0.6429,Residential,Single Family,,TRUSTEE'S DEED,,POINT (-73.544823999 41.100599985),-73.544823999,41.100599985
2100025,2021,10/12/2021,New Milford,22 HARRY BROOK CONDO,64260.00,110500.00,0.581538462,Residential,Condo,,SALES RATIO,,POINT (-73.41755402 41.537195007),-73.41755402,41.537195007
21049,2021,10/27/2021,Ridgefield,8 RIPPOWAM RD,270180.00,250000.00,1.0807,Residential,Single Family,03 - Inter Corporation,,,POINT (-73.545393969 41.293982017),-73.545393969,41.293982017
210519,2021,06/03/2022,Wallingford,8 EATON DR,160300.00,265000.00,0.6049,Residential,Single Family,,,,POINT (-72.813221986 41.444031997),-72.813221986,41.444031997
210060,2021,10/19/2021,Norwich,35 GREAT PLAIN RD,71100.00,165000.00,0.4309,Residential,Single Family,,,,POINT (-72.106908007 41.506378018),-72.106908007,41.506378018
210142,2021,11/09/2021,New Haven,1423 QUINNIPIAC AVE UNIT 107,47810.00,98000.00,0.4878,Residential,Condo,,,,POINT (-72.870259999 41.323068981),-72.870259999,41.323068981
210581,2021,09/12/2022,Newington,19 ROBIN BROOK DR,108090.00,165000.00,0.655090909,Residential,Condo,25 - Other,AS IS SALE,,POINT (-72.728717985 41.669699988),-72.728717985,41.669699988
2132355,2021,09/16/2022,North Haven,20 ELLIOT CT,173460.00,389500.00,0.4453,Residential,Single Family,,,,POINT (-72.846599982 41.396519012),-72.846599982,41.396519012
210541,2021,06/10/2022,Wallingford,530-B8 CENTER ST,142000.00,235000.00,0.6042,Residential,Condo,,,,POINT (-72.813262973 41.452580994),-72.813262973,41.452580994
211249,2021,08/25/2022,New Haven,144 ROSEWOOD AV,63665.00,226000.00,0.28170354,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-72.876494961 41.311264998),-72.876494961,41.311264998
21061,2021,04/19/2022,Salisbury,87 CANAAN ROAD 5A,341600.00,614250.00,0.5561,Residential,Condo,,,,POINT (-73.415718822 41.991142615),-73.415718822,41.991142615
211065,2021,05/27/2022,Norwalk,38 HYATT AVE,191420.00,281000.00,0.6812,Residential,Single Family,,,,POINT (-73.426657018 41.111199991),-73.426657018,41.111199991
210127,2021,02/24/2022,Suffield,100 SPRING LN,84350.00,175000.00,0.482,Residential,Condo,,"OVER ASK PRICE OF $169,500",,POINT (-72.611403024 41.991683003),-72.611403024,41.991683003
210817,2021,05/13/2022,New Haven,310 POPLAR ST,105875.00,290000.00,0.365,Residential,Single Family,,,,POINT (-72.897612999 41.310252003),-72.897612999,41.310252003
210045,2021,03/28/2022,Washington,28 HORSE HEAVEN RD,510090.00,900000.00,0.5667,Residential,Single Family,,,,POINT (-73.291174031 41.620940991),-73.291174031,41.620940991
21052,2021,11/04/2021,Plainfield,360 GENDRON RD,517040.00,1350000.00,0.3829,Residential,Single Family,,,,POINT (-71.880547 41.68627801),-71.880547,41.68627801
210235,2021,09/16/2022,Putnam,8 FLORENCE ST,88400.00,205000.00,0.4312,Residential,Two Family,,,,POINT (-71.90203602 41.913495982),-71.90203602,41.913495982
2101668,2021,06/07/2022,Stamford,34 CRESCENT STREET,117600.00,200000.00,0.588,Residential,Condo,,,,POINT (-73.518678999 41.07056201),-73.518678999,41.07056201
211283,2021,04/13/2022,Waterbury,102 PROSPECT ST,136620.00,530000.00,0.257773585,Apartments,,,,,POINT (-73.040225968 41.559407009),-73.040225968,41.559407009
2132276,2021,07/26/2022,North Haven,81 BLEEKER CIR,294990.00,549000.00,0.5373,Residential,Condo,,,,POINT (-72.85793 41.39345),-72.85793,41.39345
21217,2021,08/11/2022,Oxford,113 ROLLING HILLS DRIVE,241500.00,499900.00,0.483,Residential,Single Family,,,,POINT (-73.131251006 41.400770983),-73.131251006,41.400770983
21374,2021,09/13/2022,Plainfield,18 EASY ST,63200.00,105000.00,0.601904762,Residential,Single Family,,,,POINT (-71.926534982 41.676304006),-71.926534982,41.676304006
210093,2021,09/29/2022,Washington,30 JUNIPER MEADOW RD #30,183850.00,450000.00,0.4085,Residential,Condo,,,,POINT (-73.320721448 41.658393611),-73.320721448,41.658393611
2100287,2021,11/03/2021,Stamford,114 FOUR BROOKS ROAD,525430.00,989000.00,0.5312,Residential,Single Family,,,,POINT (-73.561803975 41.110353),-73.561803975,41.110353
210060,2021,10/22/2021,Southington,34 PLAINVILLE WOODS,1680.00,3060.00,0.549,Vacant Land,,17 - Two Towns,,,POINT (-72.863504849 41.580901591),-72.863504849,41.580901591
213201,2021,05/26/2022,Southbury,140 FLAG SWAMP RD,212720.00,203500.00,1.0453,Residential,Single Family,08 - Part Interest,,,POINT (-73.259638042 41.501087989),-73.259638042,41.501087989
2132233,2021,06/22/2022,North Haven,67 HALF MILE RD,243590.00,410500.00,0.5933,Residential,Single Family,,,,POINT (-72.83316597 41.357261991),-72.83316597,41.357261991
21267,2021,04/18/2022,Ridgefield,4 FROG HOLLOW,103170.00,220000.00,0.4689,Residential,Single Family,07 - Change in Property,,,POINT (-73.490482968 41.299318336),-73.490482968,41.299318336
210280,2021,11/04/2021,Waterbury,888 HIGHLAND AVE,122750.00,260000.00,0.4721,Residential,Three Family,25 - Other,INCLDS VAC LOT ASSESSED AT 3150,,POINT (-73.050502014 41.534036999),-73.050502014,41.534036999
210594,2021,09/21/2022,Newington,244 WALSH AVE,173780.00,330000.00,0.526606061,Residential,Single Family,,,,POINT (-72.724019006 41.690193993),-72.724019006,41.690193993
2101708,2021,06/14/2022,Stamford,155 WOODCHUCK ROAD,612930.00,1305000.00,0.4696,Residential,Single Family,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.579949035 41.121142018),-73.579949035,41.121142018
210191,2021,10/25/2021,Waterbury,112 FERN ST,91390.00,102000.00,0.8959,Residential,Single Family,09 - Tax,INCLDS VAC LOT ASSESSED AT 17880,,POINT (-73.038535407 41.576026767),-73.038535407,41.576026767
21197921,2021,06/06/2022,Redding,44 PHEASANT RIDGE RD,257700.00,250000.00,1.0308,Residential,Single Family,01 - Family,,,POINT (-73.370165002 41.334429016),-73.370165002,41.334429016
210728,2021,06/29/2022,Norwich,38 OX HILL RD,169400.00,411000.00,0.4121,Residential,Single Family,,,,POINT (-72.083890965 41.551360004),-72.083890965,41.551360004
210098,2021,12/02/2021,Stonington,57-59 PROSPECT ST,104600.00,251000.00,0.4167,Residential,Two Family,,,,POINT (-71.83658199 41.369311982),-71.83658199,41.369311982
210346,2021,04/27/2022,South Windsor,27-I AMATO DR,71100.00,135000.00,0.5266,Residential,Condo,,,,POINT (-72.575297306 41.806760198),-72.575297306,41.806760198
211802,2021,07/07/2022,Waterbury,15 ORANGE CT,28140.00,205000.00,0.137268293,Residential,Three Family,,,,POINT (-73.03150904 41.555255997),-73.03150904,41.555255997
210377,2021,02/07/2022,Torrington,33 SCOTT DR,90330.00,207000.00,0.4363,Residential,Single Family,,,,POINT (-73.091992016 41.811116986),-73.091992016,41.811116986
210076,2021,10/12/2021,Waterbury,63 PARTRIDGE DR,87510.00,229900.00,0.3806,Residential,Single Family,,,,POINT (-73.064458972 41.542778989),-73.064458972,41.542778989
210041,2021,10/19/2021,New London,100 PEQUOT AVE DOCK 4062,7000.00,13499.00,0.5185,Residential,Condo,,,,POINT (-72.099287013 41.338080005),-72.099287013,41.338080005
210805,2021,07/25/2022,Torrington,540 UNIVERSITY DR,121790.00,275000.00,0.4428,Residential,Single Family,,,,POINT (-73.158149958 41.834171997),-73.158149958,41.834171997
2100190,2021,10/25/2021,Stamford,48 PLEASANT STREET #4,338700.00,602500.00,0.5621,Residential,Condo,,,,POINT (-73.532184005 41.056153016),-73.532184005,41.056153016
210597,2021,02/08/2022,Southington,33 MINTHAL DR,134100.00,257000.00,0.5217,Residential,Single Family,07 - Change in Property,RENOVATION,,POINT (-72.870994002 41.642710008),-72.870994002,41.642710008
210061,2021,05/18/2022,Sterling,910 PLAINFIELD PIKE,163320.00,450000.00,0.3629,Residential,Single Family,,COLONIAL BUILT 2008 ON 1.85 ACRES,,POINT (-71.831440028 41.692004987),-71.831440028,41.692004987
21098,2021,11/10/2021,Newtown,38 GRAND PLACE,367510.00,650000.00,0.5654,Residential,Single Family,,,,POINT (-73.295114028 41.413145983),-73.295114028,41.413145983
2101052,2021,03/10/2022,Stamford,1 STRAWBERRY HILL AVE #8H,196450.00,425000.00,0.4622,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.533111966 41.060534991),-73.533111966,41.060534991
21205,2021,08/15/2022,Thompson,81 NORMAN HILL RD,116300.00,80000.00,1.4537,Residential,Single Family,01 - Family,,,POINT (-71.947507007 41.986065997),-71.947507007,41.986065997
210209,2021,03/10/2022,Simsbury,444 BUSHY HILL ROAD,230950.00,489000.00,0.4722,Residential,Single Family,,,,POINT (-72.855813034 41.828580011),-72.855813034,41.828580011
210827,2021,03/28/2022,Norwalk,1 LAKE ST,204070.00,390000.00,0.5232,Residential,Single Family,,,,POINT (-73.433668983 41.126175016),-73.433668983,41.126175016
2101888,2021,07/07/2022,Stamford,0 SUMMER STREET #112-3A,109420.00,201000.00,0.5443,Residential,Condo,,,,POINT (-73.540436046 41.056182194),-73.540436046,41.056182194
2100398,2021,05/05/2022,New Milford,16 OLD STONE RD,209190.00,490000.00,0.426918367,Residential,Single Family,,SALES RATIO,,POINT (-73.478899996 41.657730002),-73.478899996,41.657730002
2100579,2021,12/16/2021,Stamford,3 CALDER BRIDGE DRIVE,886720.00,1475000.00,0.6011,Residential,Condo,,,,POINT (-73.600478998 41.149927988),-73.600478998,41.149927988
211509,2021,08/22/2022,Norwalk,86 SOUTH MAIN ST,579901.00,1000000.00,0.5799,Apartments,,,,,POINT (-73.418764031 41.095398008),-73.418764031,41.095398008
21416,2021,05/31/2022,Newtown,15 OLD BETHEL ROAD,319890.00,800000.00,0.3998,Residential,Single Family,,,,POINT (-73.360714993 41.410573996),-73.360714993,41.410573996
210942,2021,03/29/2022,Norwalk,8 NORDEN PL,50925000.00,88636981.00,0.5745,Apartments,,,,,POINT (-73.386158009 41.114166012),-73.386158009,41.114166012
210107,2021,01/03/2022,Seymour,23A NORTH ST,153160.00,350000.00,0.4376,Residential,Single Family,,,,POINT (-73.064916038 41.402760009),-73.064916038,41.402760009
21329,2021,06/06/2022,Ridgefield,28 DILLMAN CT,967580.00,1725000.00,0.5609,Residential,Single Family,,,,POINT (-73.540605974 41.353310007),-73.540605974,41.353310007
210895,2021,05/13/2022,Norwalk,12 CAMP ST,450190.00,755000.00,0.5962,Residential,Two Family,,,,POINT (-73.413197023 41.123256982),-73.413197023,41.123256982
211113,2021,03/17/2022,Waterbury,200 KAYNOR DR #200D,28880.00,110136.00,0.2622,Residential,Condo,,,,POINT (-73.078479969 41.579549979),-73.078479969,41.579549979
210424,2021,09/12/2022,Stonington,318 TAUGWONK RD,381600.00,850000.00,0.4489,Residential,Single Family,,,,POINT (-71.897774996 41.397325015),-71.897774996,41.397325015
2100089,2021,10/12/2021,Stamford,123 RIDGE PARK AVENUE,318200.00,615000.00,0.5173,Residential,Single Family,,,,POINT (-73.551414019 41.090029986),-73.551414019,41.090029986
210334,2021,03/03/2022,Wallingford,76 TANKWOOD RD,225700.00,450000.00,0.5015,Residential,Single Family,,,,POINT (-72.784196964 41.499589012),-72.784196964,41.499589012
2100697,2021,01/03/2022,Stamford,59 ELIZABETH AVENUE,404770.00,659500.00,0.6137,Residential,Single Family,,,,POINT (-73.523923975 41.084953989),-73.523923975,41.084953989
21075,2021,09/26/2022,Voluntown,86 BROWN RD,39000.00,430675.00,0.0905,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-71.836824981 41.611765992),-71.836824981,41.611765992
21185,2021,06/30/2022,Old Saybrook,17 OLD SOUTH COVE RD,277200.00,850000.00,0.3261,Residential,Single Family,,,,POINT (-72.370932006 41.265290008),-72.370932006,41.265290008
210126,2021,04/18/2022,Portland,20 MICHELE DR,211330.00,375000.00,0.5635,Residential,Single Family,,128-0012,,POINT (-72.599537015 41.63617401),-72.599537015,41.63617401
210011,2021,10/07/2021,New Haven,7 STEVENSON RD,264695.00,425000.00,0.6228,Residential,Single Family,,,,POINT (-72.976371959 41.322320016),-72.976371959,41.322320016
210466,2021,12/21/2021,Norwalk,7 SHERIDAN ST UNIT A1,173290.00,275000.00,0.6301,Residential,Condo,,2-89-63-A/1,,POINT (-73.413769004 41.088650995),-73.413769004,41.088650995
